user_id,event_id
594,1
594,2
594,3
594,4
594,5
594,6
594,7
594,8
594,9
594,16
594,17
594,18
594,19
594,20
594,21
594,22
594,23
594,24
594,25
594,26
594,27
594,28
594,31
594,32
594,33
594,34
594,35
594,36
594,37
594,38
594,39
594,40
594,41
594,42
594,43
594,44
594,45
594,46
594,70
594,79
594,80
594,81
594,82
594,83
594,86
594,87
594,88
594,89
594,90
594,91
594,92
594,93
594,94
594,95
594,96
594,97
594,98
594,99
594,100
594,101
594,102
594,103
594,104
594,105
594,106
594,107
594,108
594,109
594,110
594,111
594,112
594,113
594,114
594,115
594,116
594,117
594,118
594,119
594,126
594,146
594,147
594,156
594,157
594,158
594,159
594,160
594,161
594,162
594,163
594,164
594,165
594,166
594,167
594,168
594,169
594,176
594,177
594,178
594,179
594,180
594,181
594,182
594,183
594,184
594,185
594,186
594,187
594,188
594,189
594,190
594,191
594,192
594,193
594,200
594,201
594,202
594,214
594,215
594,216
594,217
594,218
594,219
594,220
594,232
594,233
594,236
594,237
594,238
594,239
594,240
594,241
594,242
594,243
594,244
594,245
594,246
594,248
