user_id,event_id
483,1
483,2
483,3
483,4
483,5
483,6
483,7
483,8
483,9
483,16
483,17
483,18
483,19
483,20
483,21
483,22
483,23
483,24
483,25
483,26
483,27
483,28
483,31
483,32
483,33
483,34
483,35
483,36
483,37
483,38
483,39
483,40
483,41
483,42
483,43
483,44
483,45
483,46
483,70
483,79
483,80
483,81
483,82
483,83
483,86
483,87
483,88
483,89
483,90
483,91
483,92
483,93
483,94
483,95
483,96
483,97
483,98
483,99
483,100
483,101
483,102
483,103
483,104
483,105
483,106
483,107
483,108
483,109
483,110
483,111
483,112
483,113
483,114
483,115
483,116
483,117
483,118
483,119
483,126
483,146
483,147
483,156
483,157
483,158
483,159
483,160
483,161
483,162
483,163
483,164
483,165
483,166
483,167
483,168
483,169
483,176
483,177
483,178
483,179
483,180
483,181
483,182
483,183
483,184
483,185
483,186
483,187
483,188
483,189
483,190
483,191
483,192
483,193
483,200
483,201
483,202
483,214
483,215
483,216
483,217
483,218
483,219
483,220
483,232
483,233
483,236
483,237
483,238
483,239
483,240
483,241
483,242
483,243
483,244
483,245
483,246
483,248
