user_id,event_id
580,1
580,2
580,3
580,4
580,5
580,6
580,7
580,8
580,9
580,16
580,17
580,18
580,19
580,20
580,21
580,22
580,23
580,24
580,25
580,26
580,27
580,28
580,31
580,32
580,33
580,34
580,35
580,36
580,37
580,38
580,39
580,40
580,41
580,42
580,43
580,44
580,45
580,46
580,70
580,79
580,80
580,81
580,82
580,83
580,86
580,87
580,88
580,89
580,90
580,91
580,92
580,93
580,94
580,95
580,96
580,97
580,98
580,99
580,100
580,101
580,102
580,103
580,104
580,105
580,106
580,107
580,108
580,109
580,110
580,111
580,112
580,113
580,114
580,115
580,116
580,117
580,118
580,119
580,126
580,146
580,147
580,156
580,157
580,158
580,159
580,160
580,161
580,162
580,163
580,164
580,165
580,166
580,167
580,168
580,169
580,176
580,177
580,178
580,179
580,180
580,181
580,182
580,183
580,184
580,185
580,186
580,187
580,188
580,189
580,190
580,191
580,192
580,193
580,200
580,201
580,202
580,214
580,215
580,216
580,217
580,218
580,219
580,220
580,232
580,233
580,236
580,237
580,238
580,239
580,240
580,241
580,242
580,243
580,244
580,245
580,246
580,248
