user_id,event_id
448,1
448,2
448,3
448,4
448,5
448,6
448,7
448,8
448,9
448,16
448,17
448,18
448,19
448,20
448,21
448,22
448,23
448,24
448,25
448,26
448,27
448,28
448,31
448,32
448,33
448,34
448,35
448,36
448,37
448,38
448,39
448,40
448,41
448,42
448,43
448,44
448,45
448,46
448,70
448,79
448,80
448,81
448,82
448,83
448,86
448,87
448,88
448,89
448,90
448,91
448,92
448,93
448,94
448,95
448,96
448,97
448,98
448,99
448,100
448,101
448,102
448,103
448,104
448,105
448,106
448,107
448,108
448,109
448,110
448,111
448,112
448,113
448,114
448,115
448,116
448,117
448,118
448,119
448,126
448,146
448,147
448,156
448,157
448,158
448,159
448,160
448,161
448,162
448,163
448,164
448,165
448,166
448,167
448,168
448,169
448,176
448,177
448,178
448,179
448,180
448,181
448,182
448,183
448,184
448,185
448,186
448,187
448,188
448,189
448,190
448,191
448,192
448,193
448,200
448,201
448,202
448,214
448,215
448,216
448,217
448,218
448,219
448,220
448,232
448,233
448,236
448,237
448,238
448,239
448,240
448,241
448,242
448,243
448,244
448,245
448,246
448,248
