user_id,event_id
434,1
434,2
434,3
434,4
434,5
434,6
434,7
434,8
434,9
434,16
434,17
434,18
434,19
434,20
434,21
434,22
434,23
434,24
434,25
434,26
434,27
434,28
434,31
434,32
434,33
434,34
434,35
434,36
434,37
434,38
434,39
434,40
434,41
434,42
434,43
434,44
434,45
434,46
434,70
434,79
434,80
434,81
434,82
434,83
434,86
434,87
434,88
434,89
434,90
434,91
434,92
434,93
434,94
434,95
434,96
434,97
434,98
434,99
434,100
434,101
434,102
434,103
434,104
434,105
434,106
434,107
434,108
434,109
434,110
434,111
434,112
434,113
434,114
434,115
434,116
434,117
434,118
434,119
434,126
434,146
434,147
434,156
434,157
434,158
434,159
434,160
434,161
434,162
434,163
434,164
434,165
434,166
434,167
434,168
434,169
434,176
434,177
434,178
434,179
434,180
434,181
434,182
434,183
434,184
434,185
434,186
434,187
434,188
434,189
434,190
434,191
434,192
434,193
434,200
434,201
434,202
434,214
434,215
434,216
434,217
434,218
434,219
434,220
434,232
434,233
434,236
434,237
434,238
434,239
434,240
434,241
434,242
434,243
434,244
434,245
434,246
434,248
