user_id,event_id
496,1
496,2
496,3
496,4
496,5
496,6
496,7
496,8
496,9
496,16
496,17
496,18
496,19
496,20
496,21
496,22
496,23
496,24
496,25
496,26
496,27
496,28
496,31
496,32
496,33
496,34
496,35
496,36
496,37
496,38
496,39
496,40
496,41
496,42
496,43
496,44
496,45
496,46
496,70
496,79
496,80
496,81
496,82
496,83
496,86
496,87
496,88
496,89
496,90
496,91
496,92
496,93
496,94
496,95
496,96
496,97
496,98
496,99
496,100
496,101
496,102
496,103
496,104
496,105
496,106
496,107
496,108
496,109
496,110
496,111
496,112
496,113
496,114
496,115
496,116
496,117
496,118
496,119
496,126
496,146
496,147
496,156
496,157
496,158
496,159
496,160
496,161
496,162
496,163
496,164
496,165
496,166
496,167
496,168
496,169
496,176
496,177
496,178
496,179
496,180
496,181
496,182
496,183
496,184
496,185
496,186
496,187
496,188
496,189
496,190
496,191
496,192
496,193
496,200
496,201
496,202
496,214
496,215
496,216
496,217
496,218
496,219
496,220
496,232
496,233
496,236
496,237
496,238
496,239
496,240
496,241
496,242
496,243
496,244
496,245
496,246
496,248
