user_id,event_id
708,1
708,2
708,3
708,4
708,5
708,6
708,7
708,8
708,9
708,16
708,17
708,18
708,19
708,20
708,21
708,22
708,23
708,24
708,25
708,26
708,27
708,28
708,31
708,32
708,33
708,34
708,35
708,36
708,37
708,38
708,39
708,40
708,41
708,42
708,43
708,44
708,45
708,46
708,70
708,79
708,80
708,81
708,82
708,83
708,86
708,87
708,88
708,89
708,90
708,91
708,92
708,93
708,94
708,95
708,96
708,97
708,98
708,99
708,100
708,101
708,102
708,103
708,104
708,105
708,106
708,107
708,108
708,109
708,110
708,111
708,112
708,113
708,114
708,115
708,116
708,117
708,118
708,119
708,126
708,146
708,147
708,156
708,157
708,158
708,159
708,160
708,161
708,162
708,163
708,164
708,165
708,166
708,167
708,168
708,169
708,176
708,177
708,178
708,179
708,180
708,181
708,182
708,183
708,184
708,185
708,186
708,187
708,188
708,189
708,190
708,191
708,192
708,193
708,200
708,201
708,202
708,214
708,215
708,216
708,217
708,218
708,219
708,220
708,232
708,233
708,236
708,237
708,238
708,239
708,240
708,241
708,242
708,243
708,244
708,245
708,246
708,248
