user_id,event_id
671,1
671,2
671,3
671,4
671,5
671,6
671,7
671,8
671,9
671,16
671,17
671,18
671,19
671,20
671,21
671,22
671,23
671,24
671,25
671,26
671,27
671,28
671,31
671,32
671,33
671,34
671,35
671,36
671,37
671,38
671,39
671,40
671,41
671,42
671,43
671,44
671,45
671,46
671,70
671,79
671,80
671,81
671,82
671,83
671,86
671,87
671,88
671,89
671,90
671,91
671,92
671,93
671,94
671,95
671,96
671,97
671,98
671,99
671,100
671,101
671,102
671,103
671,104
671,105
671,106
671,107
671,108
671,109
671,110
671,111
671,112
671,113
671,114
671,115
671,116
671,117
671,118
671,119
671,126
671,146
671,147
671,156
671,157
671,158
671,159
671,160
671,161
671,162
671,163
671,164
671,165
671,166
671,167
671,168
671,169
671,176
671,177
671,178
671,179
671,180
671,181
671,182
671,183
671,184
671,185
671,186
671,187
671,188
671,189
671,190
671,191
671,192
671,193
671,200
671,201
671,202
671,214
671,215
671,216
671,217
671,218
671,219
671,220
671,232
671,233
671,236
671,237
671,238
671,239
671,240
671,241
671,242
671,243
671,244
671,245
671,246
671,248
