user_id,event_id
368,1
368,2
368,3
368,4
368,5
368,6
368,7
368,8
368,9
368,16
368,17
368,18
368,19
368,20
368,21
368,22
368,23
368,24
368,25
368,26
368,27
368,28
368,31
368,32
368,33
368,34
368,35
368,36
368,37
368,38
368,39
368,40
368,41
368,42
368,43
368,44
368,45
368,46
368,70
368,79
368,80
368,81
368,82
368,83
368,86
368,87
368,88
368,89
368,90
368,91
368,92
368,93
368,94
368,95
368,96
368,97
368,98
368,99
368,100
368,101
368,102
368,103
368,104
368,105
368,106
368,107
368,108
368,109
368,110
368,111
368,112
368,113
368,114
368,115
368,116
368,117
368,118
368,119
368,126
368,146
368,147
368,156
368,157
368,158
368,159
368,160
368,161
368,162
368,163
368,164
368,165
368,166
368,167
368,168
368,169
368,176
368,177
368,178
368,179
368,180
368,181
368,182
368,183
368,184
368,185
368,186
368,187
368,188
368,189
368,190
368,191
368,192
368,193
368,200
368,201
368,202
368,214
368,215
368,216
368,217
368,218
368,219
368,220
368,232
368,233
368,236
368,237
368,238
368,239
368,240
368,241
368,242
368,243
368,244
368,245
368,246
368,248
