user_id,event_id
601,1
601,2
601,3
601,4
601,5
601,6
601,7
601,8
601,9
601,16
601,17
601,18
601,19
601,20
601,21
601,22
601,23
601,24
601,25
601,26
601,27
601,28
601,31
601,32
601,33
601,34
601,35
601,36
601,37
601,38
601,39
601,40
601,41
601,42
601,43
601,44
601,45
601,46
601,70
601,79
601,80
601,81
601,82
601,83
601,86
601,87
601,88
601,89
601,90
601,91
601,92
601,93
601,94
601,95
601,96
601,97
601,98
601,99
601,100
601,101
601,102
601,103
601,104
601,105
601,106
601,107
601,108
601,109
601,110
601,111
601,112
601,113
601,114
601,115
601,116
601,117
601,118
601,119
601,126
601,146
601,147
601,156
601,157
601,158
601,159
601,160
601,161
601,162
601,163
601,164
601,165
601,166
601,167
601,168
601,169
601,176
601,177
601,178
601,179
601,180
601,181
601,182
601,183
601,184
601,185
601,186
601,187
601,188
601,189
601,190
601,191
601,192
601,193
601,200
601,201
601,202
601,214
601,215
601,216
601,217
601,218
601,219
601,220
601,232
601,233
601,236
601,237
601,238
601,239
601,240
601,241
601,242
601,243
601,244
601,245
601,246
601,248
