user_id,event_id
523,1
523,2
523,3
523,4
523,5
523,6
523,7
523,8
523,9
523,16
523,17
523,18
523,19
523,20
523,21
523,22
523,23
523,24
523,25
523,26
523,27
523,28
523,31
523,32
523,33
523,34
523,35
523,36
523,37
523,38
523,39
523,40
523,41
523,42
523,43
523,44
523,45
523,46
523,70
523,79
523,80
523,81
523,82
523,83
523,86
523,87
523,88
523,89
523,90
523,91
523,92
523,93
523,94
523,95
523,96
523,97
523,98
523,99
523,100
523,101
523,102
523,103
523,104
523,105
523,106
523,107
523,108
523,109
523,110
523,111
523,112
523,113
523,114
523,115
523,116
523,117
523,118
523,119
523,126
523,146
523,147
523,156
523,157
523,158
523,159
523,160
523,161
523,162
523,163
523,164
523,165
523,166
523,167
523,168
523,169
523,176
523,177
523,178
523,179
523,180
523,181
523,182
523,183
523,184
523,185
523,186
523,187
523,188
523,189
523,190
523,191
523,192
523,193
523,200
523,201
523,202
523,214
523,215
523,216
523,217
523,218
523,219
523,220
523,232
523,233
523,236
523,237
523,238
523,239
523,240
523,241
523,242
523,243
523,244
523,245
523,246
523,248
