user_id,event_id
1401,1
1401,2
1401,3
1401,4
1401,5
1401,6
1401,7
1401,8
1401,9
1401,16
1401,17
1401,18
1401,19
1401,20
1401,21
1401,22
1401,23
1401,24
1401,25
1401,26
1401,27
1401,28
1401,31
1401,32
1401,33
1401,34
1401,35
1401,36
1401,37
1401,38
1401,39
1401,40
1401,41
1401,42
1401,43
1401,44
1401,45
1401,46
1401,70
1401,79
1401,80
1401,81
1401,82
1401,83
1401,86
1401,87
1401,88
1401,89
1401,90
1401,91
1401,92
1401,93
1401,94
1401,95
1401,96
1401,97
1401,98
1401,99
1401,100
1401,101
1401,102
1401,103
1401,104
1401,105
1401,106
1401,107
1401,108
1401,109
1401,110
1401,111
1401,112
1401,113
1401,114
1401,115
1401,116
1401,117
1401,118
1401,119
1401,126
1401,146
1401,147
1401,156
1401,157
1401,158
1401,159
1401,160
1401,161
1401,162
1401,163
1401,164
1401,165
1401,166
1401,167
1401,168
1401,169
1401,176
1401,177
1401,178
1401,179
1401,180
1401,181
1401,182
1401,183
1401,184
1401,185
1401,186
1401,187
1401,188
1401,189
1401,190
1401,191
1401,192
1401,193
1401,200
1401,201
1401,202
1401,214
1401,215
1401,216
1401,217
1401,218
1401,219
1401,220
1401,232
1401,233
1401,236
1401,237
1401,238
1401,239
1401,240
1401,241
1401,242
1401,243
1401,244
1401,245
1401,246
1401,248
