user_id,event_id
840,1
840,2
840,3
840,4
840,5
840,6
840,7
840,8
840,9
840,16
840,17
840,18
840,19
840,20
840,21
840,22
840,23
840,24
840,25
840,26
840,27
840,28
840,31
840,32
840,33
840,34
840,35
840,36
840,37
840,38
840,39
840,40
840,41
840,42
840,43
840,44
840,45
840,46
840,70
840,79
840,80
840,81
840,82
840,83
840,86
840,87
840,88
840,89
840,90
840,91
840,92
840,93
840,94
840,95
840,96
840,97
840,98
840,99
840,100
840,101
840,102
840,103
840,104
840,105
840,106
840,107
840,108
840,109
840,110
840,111
840,112
840,113
840,114
840,115
840,116
840,117
840,118
840,119
840,126
840,146
840,147
840,156
840,157
840,158
840,159
840,160
840,161
840,162
840,163
840,164
840,165
840,166
840,167
840,168
840,169
840,176
840,177
840,178
840,179
840,180
840,181
840,182
840,183
840,184
840,185
840,186
840,187
840,188
840,189
840,190
840,191
840,192
840,193
840,200
840,201
840,202
840,214
840,215
840,216
840,217
840,218
840,219
840,220
840,232
840,233
840,236
840,237
840,238
840,239
840,240
840,241
840,242
840,243
840,244
840,245
840,246
840,248
